name,price,change_24h,volume_24h,market_cap
Zloadr,0.0745,0.0,8.0,404197.0
Swapr,0.01023,5.88,18484826.450636305,404131.0
Blocknet,0.03758,-0.08,51789.0,402796.0
Massnet,0.004082,1.42,18484826.450636305,400117.0
Kitsumon,1.142e-05,0.0,18484826.450636305,400439.0
Voxel X Network,0.001812,0.0,495.0,399431.0
Kangal,3.992e-06,6.17,29505.0,399202.0
Wrapped Nervos Network,0.01774,-0.8,5057.0,395323.0
teleBTC,71649.05,-1.63,14209.0,397072.0
Snetwork,0.001657,0.81,18484826.450636305,395454.0
Xfinance,16.62,0.0,3076.0,395185.0
SolDoge,3.952e-05,-6.04,1419.0,395249.0
Ojamu,0.003946,0.86,1212.0,394550.0
Dohrnii,0.00106,-17.89,876.0,394296.0
FlatQube,0.1438,3.52,18484826.450636305,393833.0
Data Economy Index,16.78,0.0,1010000.0,393371.0
Dragonball Z Tribute,5.662e-07,-1.09,18484826.450636305,392981.0
Deblox,0.007838,0.0,1030000.0,391904.0
Nutcoin,1.947e-08,-10.97,9576.0,391157.0
Agatech,0.04976,-7.33,18484826.450636305,393682.0
FlypMe,0.02303,-0.11,102.0,389863.0
Vidulum,0.02286,0.0,210.0,390291.0
Qrkita Token,3.884e-06,1.3,574.0,388234.0
LEDGIS,0.009447,-4.18,85992.0,387995.0
New BitShares,0.0001483,-0.01,1360.0,386772.0
Based Finance,0.02349,-4.25,90532.0,385626.0
PUBLISH,0.000168,-11.11,214.0,341659.0
Metrix Coin,2.293e-05,10.06,79.0,379798.0
yieldwatch,0.01968,-0.47,508.0,387133.0
LITTLE RABBIT,1.155e-09,0.54,27527.0,385812.0
XMax,1.427e-05,-0.24,18484826.450636305,385346.0
GoMeat,0.2621,0.0,409.0,383377.0
RYI Unity,0.02531,-2.21,18484826.450636305,383231.0
Vanilla Network,0.4819,0.0,18484826.450636305,382801.0
H2O,1.58,0.0,18484826.450636305,382415.0
NEXT,0.06118,0.0,26717.0,381069.0
Defi For You,0.0006342,19.37,1570000.0,381427.0
Infinity Rocket Token,0.004127,-2.18,18484826.450636305,380091.0
Name Change Token,0.006446,0.0,18484826.450636305,380101.0
Dev Protocol,0.1566,-0.74,746.0,379477.0
MyToken,0.0002001,58.74,516914.0,379248.0
Sora,5.151e-05,-9.26,9562.0,389744.0
Essentia,0.00035,-0.11,14989.0,378208.0
Ink,0.0008154,-0.8,2404.0,378250.0
TTcoin,0.0001673,-2.28,190.0,379401.0
HTMLCOIN,6.378e-06,-8.29,1874.0,338468.0
Minds,0.04312,-2.38,18484826.450636305,375936.0
HerityNetwork,0.007927,0.0,18484826.450636305,375726.0
Connect Financial,0.015,0.0,14.0,375089.0
Wrapped Origin Axie,1649.33,0.0,7951.0,374398.0
SEKUYA,9.557e-07,0.0,128.0,374018.0
xWIN Finance,0.03472,4.36,79.0,374705.0
CoTrader,1.85e-05,-0.28,18484826.450636305,370087.0
eBoost,0.003702,0.0,521.0,370138.0
Hector DAO,0.1528,2.11,18484826.450636305,370747.0
Bezop,0.006616,0.0,4046.0,368263.0
Karat,0.001438,-2.11,9878.0,367401.0
Unit Protocol Duck,0.0008724,1.3,18484826.450636305,366175.0
Bintex Futures,0.5278,0.0,18484826.450636305,365428.0
Ixcoin,0.01737,-12.57,18484826.450636305,364794.0
BitcoinHD,0.05999,0.0,66366.0,364896.0
Brokoli Network,0.006823,7.56,28243.0,364856.0
MurAll,4.016e-05,-3.84,63419.0,371824.0
Croatian FF Fan Token,0.3154,-3.02,76826.0,363040.0
EXGOLAND,0.03272,0.59,22839.0,363976.0
Bottos,0.000666,-1.36,18484826.450636305,363647.0
Sharpay,0.0002917,0.0,18484826.450636305,361829.0
Ankr Staked FTM,0.8669,0.0,19932.0,361358.0
PulsePad,0.002172,13.74,18484826.450636305,359906.0
bAlpha,20.03,0.0,28230.0,360631.0
Mist,0.00642,0.51,18484826.450636305,361838.0
Lunes,0.002385,0.0,152727.0,359470.0
hiENS3,0.009961,4.62,3815.0,358517.0
Wonderman Nation,0.02513,-2.11,19862.0,357181.0
Refereum,7.144e-05,-2.11,18484826.450636305,357144.0
Jur,0.001355,0.0,18484826.450636305,356745.0
OctoFi,0.4465,0.93,58.0,356249.0
Tixl,0.005281,-0.85,366.0,354172.0
XcelDefi,0.006097,18.56,18484826.450636305,353020.0
UTU Protocol,0.001203,1.43,236.0,353675.0
Duckereum,0.003522,1.61,331.0,352158.0
BlackHat,0.03216,-1.58,109.0,344897.0
Metarun,0.0009927,3.76,18484826.450636305,349901.0
ownix,0.106,0.0,18484826.450636305,349719.0
Varen,7.17,0.0,21212.0,348785.0
X,3.724e-07,25.14,18484826.450636305,349314.0
Bogged,0.025,0.95,14859.0,348286.0
SONM (BEP-20),0.001441,2.0,95308.0,349210.0
IOI Token,0.03064,-0.27,724.0,348130.0
Coinary Token,0.001616,-0.04,23106.0,345122.0
My Master War,0.004978,-1.26,306405.0,341696.0
Oxygen,0.00853,2.06,18484826.450636305,347098.0
Uniqly,0.0454,0.0,93173.0,343815.0
KING,3.704e-05,-2.52,18484826.450636305,343344.0
Waifu Token,0.001241,0.0,18484826.450636305,342689.0
MetaBrands,0.0234,-0.08,18484826.450636305,342378.0
Swarm,0.003427,0.0,83.0,342652.0
humanDAO,0.005057,-0.32,137.0,342612.0
Dexsport,0.003301,0.64,18484826.450636305,340351.0
QuiverX,0.003702,0.0,18484826.450636305,337257.0
Liquidifty,0.00836,0.0,79514.0,336983.0
Legend of Fantasy War,0.01044,1.29,18484826.450636305,334376.0
Ternio,0.0007749,0.0,11.0,335457.0
LakeViewMeta,0.0003643,-4.13,18484826.450636305,335235.0
Ally Direct Token,0.0009237,0.0,287.0,334998.0
Vulture Peak,0.07036,-1.73,8464.0,330857.0
Nitro League,0.001657,1.51,830.0,334592.0
Bezoge Earth,8.302e-12,0.29,47960.0,333241.0
Binemon,0.000799,13.54,18484826.450636305,333013.0
Karbo,0.0342,0.0,72349.0,332562.0
LinkEye,0.0005324,0.03,970.0,332245.0
Scream,0.7611,-0.37,13556.0,331327.0
MobiFi,0.003787,6.99,18484826.450636305,330507.0
HEAT,0.00664,0.0,18484826.450636305,330081.0
PHI Token,0.05657,0.0,201272.0,329732.0
XP NETWORK,0.002491,-2.42,18484826.450636305,328463.0
Bezant,0.0003745,0.0,221387.0,328936.0
Moonft,0.9928,-0.07,19399.0,327634.0
Moeda Loyalty Points,0.01669,1.86,141715.0,327618.0
Lunar V2,0.004431,0.05,13676.0,327141.0
Alanyaspor Fan Token,0.3259,0.71,20187.0,327276.0
Babylons,0.003457,-6.59,9933.0,324458.0
Zeusshield,0.0001666,1.72,3430.0,326594.0
AtromG8,0.007761,0.0,27538.0,325974.0
CyberVein,0.0003059,2.54,18484826.450636305,324410.0
Pizza,0.01051,0.0,43.0,325433.0
Dragon Crypto Aurum,2.14,0.35,11481.0,325035.0
Froyo Games,0.0004894,5.18,8739.0,324104.0
Nebulas,0.007173,1.0,13468.0,326373.0
Golden Ball,5.372e-06,27.19,0.00194,322312.0
GovWorld,0.005448,0.06,18484826.450636305,321805.0
MetaFabric,0.0004836,0.0,6.0,321592.0
Levante U.D. Fan Token,0.3158,7.43,16.0,318522.0
BLink,0.001734,0.11,18484826.450636305,319748.0
Minereum,0.01973,0.0,47.0,319135.0
Helmet.insure,0.007381,-0.73,294.0,318957.0
MyBit,0.001759,-0.22,38602.0,316648.0
Platypus Finance,0.007707,-7.8,5.0,319340.0
Wrapped Pi,0.3005,0.38,547.0,316510.0
HollyGold,0.06805,17.06,5454.0,319012.0
Swerve,0.01722,-0.67,18484826.450636305,315898.0
LINKA,0.0004538,-0.08,16482.0,315017.0
RED,0.002372,0.09,364.0,308320.0
Starname,0.002328,0.0,0.04262,314142.0
delta.theta,0.003141,0.01,2175.0,314058.0
ZILLION AAKAR XO,0.01915,-14.47,24679.0,312998.0
Ruff,0.0003187,-2.98,278909.0,312509.0
AcknoLedger,0.002972,0.88,18484826.450636305,312902.0
WanSwap,0.001531,0.0,234.0,311564.0
Waves Ducks,3.58,-8.17,154.0,307198.0
Birake,0.001058,-12.57,18484826.450636305,309785.0
EnterDAO,0.01011,0.0,601689.0,309781.0
Amazy,0.007547,-4.44,226646.0,308853.0
Nelore Coin,0.0009244,-3.24,473.0,310042.0
e-Money EUR,0.6411,1.58,18484826.450636305,308304.0
LYNC Network,0.3097,0.0,24.0,307391.0
Enecuum,0.00104,7.21,18484826.450636305,304843.0
Unitrade,0.008481,1.78,31177.0,303489.0
Scry.info,0.0006861,1.91,18484826.450636305,301933.0
Bloom,0.005324,0.0,657.0,301544.0
MAD Bucks,0.0265,11.03,140308.0,301185.0
PowerTrade Fuel,0.01293,-0.56,18484826.450636305,301307.0
Innovation Blockchain Payment,0.0016,0.0,18484826.450636305,300745.0
Equalizer,0.00601,0.0,18484826.450636305,300493.0
YF Link,5.5,0.0,18484826.450636305,299706.0
Santa Coin,1.36e-09,2.77,4503.0,299617.0
Pacoca,0.0009067,-5.4,18484826.450636305,300180.0
Master Contract Token,0.0005259,0.0,217765.0,298420.0
KCAL,0.07645,-1.98,12099.0,298136.0
Terran Coin,0.01261,-0.19,28482.0,298313.0
TruePNL,0.02732,-1.02,18484826.450636305,297448.0
Silva Token,1.781e-10,0.0,18484826.450636305,297337.0
SureRemit,0.0005933,0.0,18484826.450636305,296646.0
SeedCoin,0.09461,0.0,18484826.450636305,295438.0
Sarcophagus,0.061,-5.31,18484826.450636305,295245.0
Iridium,0.01223,0.0,18484826.450636305,295165.0
Serum SER,0.0002986,0.0,287.0,293777.0
Penguin Finance,0.01529,0.73,105.0,292833.0
Curecoin,0.01013,19.06,273991.0,291619.0
Autonio,0.001707,-0.29,326.0,289926.0
Ubex,8.773e-05,2.53,17.0,290062.0
PearDAO,0.005543,0.98,9033.0,289889.0
Sentre Protocol,0.001658,2.84,959.0,289257.0
CATO,0.001674,-3.88,6252.0,287926.0
Float Protocol (Bank),0.9643,-0.84,18484826.450636305,287113.0
Shabu Shabu Finance,0.00707,0.0,112.0,286378.0
Lanceria,0.001063,-3.67,18484826.450636305,286107.0
CatBonk,8.618e-10,0.0,18484826.450636305,285943.0
ETH 2x Flexible Leverage Index (Polygon),4.19,0.0,18484826.450636305,285285.0
BitcoinSoV,0.07668,1.78,18484826.450636305,284268.0
EchoLink,0.0005689,16.09,2753.0,284466.0
TokenClub,0.0004909,0.91,116207.0,284158.0
Spellfire,0.0007148,1.62,4.0,283173.0
Coreto,0.001238,-2.34,18484826.450636305,282702.0
NFTLootBox,12.49,0.0,18484826.450636305,282371.0
YAM V2,11.02,0.0,179110.0,281095.0
DOGEFI,0.2801,0.0,27636.0,280130.0
Astroport,0.001281,0.93,14934.0,281324.0
pBTC35A,1.3,-2.55,18484826.450636305,279406.0
Litecoin Plus,0.08932,0.0,168.0,279390.0
Digital Reserve Currency,0.0002792,2.62,234.0,279191.0
TOR,0.01634,0.14,53.0,278940.0
HitChain,4.826e-06,6.77,18484826.450636305,296526.0
MyWish,0.02906,0.0,294.0,277469.0
Sheesha Finance [ERC20],5.6,-0.28,18484826.450636305,277161.0
Multiplier,0.1186,0.0,18484826.450636305,276446.0
Royale Finance,0.004264,0.0,13979.0,276420.0
Ftribe Fighters (F2 NFT),0.0003688,0.01,1030.0,276596.0
Crolon Mars,0.0004517,19.06,18484826.450636305,275759.0
DEFIAI,0.0001399,0.0,74615.0,274711.0
Meter Stable,0.7047,-1.18,24685.0,276051.0
88mph,0.5884,-1.62,18484826.450636305,273764.0
GeoCoin,0.08531,0.0,18484826.450636305,271342.0
TetraHedra,0.002826,0.0,23686.0,271342.0
Ormeus Ecosystem,0.0001228,-18.12,18484826.450636305,273842.0
Mint Marble,0.008003,0.0,56638.0,270508.0
MetaQ,0.1047,0.03,18484826.450636305,269854.0
Polylauncher,0.00321,0.0,45297.0,269723.0
Fruits,1.271e-05,28.65,16891.0,267825.0
HashCoin,7.145e-06,-2.98,18484826.450636305,267332.0
Thorus,0.02365,0.0,18484826.450636305,266813.0
ZeuxCoin,0.001401,0.0,13165.0,266111.0
Ravencoin Classic,1.908e-05,-0.61,146194.0,265581.0
fantomGO,0.00231,-5.17,18484826.450636305,265548.0
StaFi Staked BNB,696.14,0.0,0.4222,264050.0
FoxGirl,2.639e-09,8.27,66353.0,263898.0
Propel,0.007045,1.21,87086.0,265474.0
TitanSwap,0.002834,-0.01,169664.0,262511.0
Centric Swap,2.844e-06,0.11,14336.0,282116.0
CryptoTycoon,0.3401,-0.73,407014.0,261495.0
ARCS,0.001487,1.84,18484826.450636305,261778.0
Beanstalk,0.005617,0.0,2769.0,261164.0
WallStreetBets DApp,0.0002612,-0.35,209.0,261198.0
Wrapped Accumulate,0.0119,9.24,18484826.450636305,260016.0
DuckDaoDime,0.2479,1.07,18484826.450636305,257217.0
CREA,0.01327,0.0,0.2999,256506.0
BUX Token,0.00442,0.0,18484826.450636305,255954.0
WIVA,0.0025,0.0,18484826.450636305,255754.0
ebox,0.008555,0.0,14362.0,255501.0
Sway Social Protocol,0.00546,-5.58,1584.0,256907.0
8PAY,0.004253,8.94,31429.0,255238.0
ROCKI,0.03155,2.35,18484826.450636305,254169.0
UNCL,2.58,0.0,18484826.450636305,254901.0
Unicly Hashmasks Collection,0.002547,0.0,18484826.450636305,254692.0
BondAppétit Governance Token,0.02333,0.0,15.0,252700.0
Crabada,0.0007089,2.91,0.7276,252340.0
Joe Hat Token,1715.8,2.11,37836.0,252223.0
Define,0.0009722,1.75,4.0,250370.0
Popcorn,0.0105,-1.17,3976.0,249347.0
Cred,0.0003696,6.32,18484826.450636305,249497.0
Soy Finance,0.00203,0.0,1606.0,249131.0
"Duckies, the canary network for Yellow",0.004778,5.44,119.0,248880.0
VIBE,0.001326,-1.67,412.0,248110.0
Stone,2.594e-10,5.56,18484826.450636305,253444.0
Chronicum,0.001993,0.0,2740.0,247784.0
Pakcoin,0.003012,-0.53,18484826.450636305,243710.0
Equal,0.0006078,0.0,18484826.450636305,246651.0
Alt.Estate token,0.0003395,0.0,197429.0,245853.0
KISSAN,0.03686,0.3,1051.0,245899.0
Liquidus,0.03865,-3.88,19320.0,247547.0
Electrify.Asia,0.000459,-0.69,18484826.450636305,245293.0
B20,0.04928,0.36,314615.0,245159.0
Polkalokr,0.009437,2.29,18484826.450636305,241852.0
Hush,0.02034,1.99,18484826.450636305,243950.0
Total Crypto Market Cap Token,123.51,0.0,18484826.450636305,242319.0
Empty Set Dollar,0.000543,-0.1,18484826.450636305,242171.0
Iron Bank,1.27,0.0,45384.0,241119.0
iDeFiYieldProtocol,0.001396,-3.8,18484826.450636305,224758.0
DAOstack,0.005133,1.51,18484826.450636305,240530.0
Precium,0.00032,0.0,2121.0,239874.0
hiMFERS,0.001112,-3.14,18484826.450636305,239678.0
Handy,0.0002531,0.01,18484826.450636305,239398.0
Digital Insurance Token,0.001065,0.0,18623.0,239244.0
Medicalchain,0.001031,-2.0,21078.0,238759.0
NFTrade,0.007374,1.7,32794.0,241431.0
Port Finance,0.006701,-5.64,13899.0,238692.0
disBalancer,0.03498,-0.26,152.0,237700.0
SoulSwap Finance,0.001398,-1.86,189881.0,236216.0
Gemie,0.002015,0.05,18484826.450636305,237016.0
τBitcoin,761.59,0.0,48.0,236093.0
Roush Fenway Racing Fan Token,0.2437,0.07,1537.0,235052.0
Bright Union,0.009763,-2.02,14504.0,235606.0
Playcent,0.006415,-5.99,23854.0,235096.0
Idavoll Network,0.0002522,-0.56,82064.0,233067.0
DEXA COIN,9.343e-06,5.94,144.0,233580.0
HashBX,0.0003689,1.99,18484826.450636305,232171.0
DAPS Coin,3.996e-06,0.0,218759.0,231658.0
Vera,0.0009111,5.04,18484826.450636305,231191.0
TigerCash,0.004129,0.0,11872.0,231205.0
OST,0.0003329,1.46,1832.0,230218.0
PlanetWatch,0.0007192,-6.79,95994.0,229609.0
Xeno Token,0.000195,5.4,51634.0,230838.0
Metagalaxy Land,0.0002297,1.47,18484826.450636305,229664.0
SHIBAVAX,2.341e-05,0.0,18484826.450636305,229110.0
DYOR Token,2.867e-06,0.94,18484826.450636305,227570.0
Relay Token,0.06825,0.0,8954.0,227213.0
HEROcoin,0.001292,2.2,55.0,228629.0
Multiverse Capital,4.157e-07,0.4,26596.0,226889.0
CropperFinance,0.008024,4.89,18484826.450636305,225711.0
AstroTools,0.08566,0.0,12715.0,226163.0
SportsIcon,0.02582,-10.16,14164.0,222798.0
Darwinia Commitment Token,4.38,2.41,14014.0,224834.0
Ethermon,0.001524,-1.66,18484826.450636305,224068.0
Cryptoindex.com 100,0.0007496,0.0,418.0,224871.0
Swingby,0.0002578,7.0,27765.0,224265.0
Neblio,0.01069,3.67,33478.0,223938.0
SNOOPYBABE,2.243e-05,4.0,18484826.450636305,224314.0
Decentralized Nations,0.3011,0.0,36710.0,223632.0
ShredN,1.06,-0.04,3116.0,223439.0
hiAZUKI,0.01029,1.24,3432.0,224595.0
The HUSL,0.02149,9.88,18484826.450636305,223064.0
Dether,0.002231,0.0,3641.0,223060.0
Moonlana,5.324e-05,-4.08,14593.0,222948.0
Starcoin,0.0006971,-10.47,564.0,222085.0
SolAPE Token,0.0007457,3.01,15.0,222500.0
Golos Blockchain,0.0005601,-0.01,14783.0,222183.0
Acorn Protocol,4.719e-05,-0.46,18484826.450636305,220976.0
Aimedis,0.00165,0.0,13346.0,221576.0
Snook,0.008481,9.53,18484826.450636305,220743.0
Thisoption,0.04,0.0,18484826.450636305,220592.0
GoldFund,0.001431,0.0,18484826.450636305,220443.0
Link Machine Learning,0.001836,0.0,10.0,220316.0
ZUM TOKEN,6.349e-06,3.28,22477.0,220195.0
PolkaWar,0.002646,0.57,151.0,219158.0
Dynamix,4.2e-10,0.0,288.0,219617.0
DATA,1.906e-05,0.0,20.0,219207.0
Moonscape,0.0002423,-36.26,48725.0,218449.0
Cook Protocol,0.0002478,6.53,8266.0,216488.0
Everex,0.009927,-0.07,18484826.450636305,216414.0
BananaClubToken,0.003703,0.0,162085.0,216420.0
KOK,0.002011,-6.11,23.0,215872.0
TripCandy,0.001031,0.0,14719.0,215864.0
Etherparty,0.0002197,4.4,18484826.450636305,217465.0
Universal Store of Value,2.04,0.0,17148.0,215429.0
Delphy,0.003534,2.85,18484826.450636305,215238.0
Herbalist Token,3.858e-05,1.81,18484826.450636305,214453.0
AceStarter,0.002705,0.0,12918.0,214030.0
hiMAYC,0.007086,1.14,18484826.450636305,212032.0
Release Project,2.191e-06,0.0,57725.0,211178.0
Kingdom Game 4.0,0.0004029,-3.14,136.0,213928.0
Club Atletico Independiente,0.2192,7.12,30.0,209679.0
Universidad de Chile Fan Token,0.1803,2.53,15853.0,209527.0
ReapChain,0.0001504,2.88,7408.0,209762.0
Traxx,0.004656,-0.32,18484826.450636305,208808.0
Crown,0.006381,-0.08,18484826.450636305,209396.0
Polis,0.02127,-0.08,363.0,209139.0
Genesis Worlds,0.001288,327.21,13661.0,208734.0
MetaSoccer,0.001777,-4.65,18484826.450636305,206674.0
Soda Coin,0.00011,0.0,18484826.450636305,207852.0
Birdchain,0.0007421,0.0,110285.0,207634.0
Tidal Finance,0.0002397,4.04,18484826.450636305,207431.0
Bent Finance,0.02943,0.0,18484826.450636305,207500.0
WinCash,0.1383,0.0,1441.0,207494.0
Anime Token,0.0034,4.95,492756.0,206492.0
Zelwin,0.002841,0.13,17.0,205526.0
Alliance Fan Token,0.1341,1.16,21.0,203732.0
Smart MFG,0.0005304,-0.28,18484826.450636305,204435.0
Ape Finance,0.0003762,0.0,18484826.450636305,204334.0
Anchor Neural World,0.0007409,0.0,18484826.450636305,203964.0
OBToken,0.02751,0.0,18484826.450636305,203667.0
HEdpAY,0.003069,0.0,127872.0,203615.0
Jet Protocol,0.00128,-4.48,24239.0,200042.0
Atlas Protocol,7.83e-05,-0.07,2508.0,201698.0
Beyond Protocol,0.001215,2.52,46741.0,200484.0
Raze Network,0.001674,-8.45,788047.0,198670.0
Evadore,0.001131,-8.67,60.0,196577.0
X-CASH,3.174e-06,9.15,45949.0,199368.0
Coldstack,0.132,2.14,95045.0,198681.0
Hero Blaze: Three Kingdoms,0.008882,-8.88,426351.0,193166.0
Internxt,0.1666,0.36,18484826.450636305,186514.0
OLXA,0.0001413,0.0,18484826.450636305,192062.0
French Digital Reserve,0.02939,0.0,29.0,191807.0
XTblock,0.001154,0.47,18484826.450636305,191489.0
Photon,4.405e-06,0.0,18484826.450636305,191493.0
Pixl Coin,0.0003152,0.0,39969.0,191397.0
Celestial,6.447e-05,0.04,18484826.450636305,191775.0
Swapz,0.001019,4.02,18484826.450636305,191120.0
I/O Coin,0.009706,0.0,0.0005868,190463.0
DeFiato,0.001237,-7.17,0.6367,190451.0
DigitalNote,2.324e-05,-1.05,18484826.450636305,190057.0
Dragon Kart,0.004561,0.0,9928.0,189732.0
The Three Kingdoms,0.0002356,-0.17,18484826.450636305,189358.0
Battle Hero,0.003803,0.0,18484826.450636305,189278.0
UNION Protocol Governance Token,0.0003065,0.02,1507.0,188486.0
MEME MINT,0.0007067,-12.54,18484826.450636305,188539.0
Spaceswap SHAKE,248.2,0.0,289.0,188386.0
ASPO World,0.002358,0.65,26434.0,188531.0
TrueFeedBack,5.152e-05,0.42,18484826.450636305,188642.0
Ethereum Yield,1.35,0.0,18484826.450636305,187902.0
Yap Stone,0.001252,0.0,4923.0,187860.0
Demeter,0.04177,3.33,18484826.450636305,195358.0
Butterfly Protocol,0.009942,0.0,11337.0,187686.0
CZ THE GOAT,0.000228,-2.67,18484826.450636305,187871.0
uPlexa,7.091e-05,-0.07,380.0,186432.0
ContentBox,0.0002009,1.54,0.3534,186531.0
Sint-Truidense Voetbalvereniging Fan Token,0.3533,4.33,14454.0,185259.0
ADreward,2.166e-05,-2.56,18484826.450636305,185662.0
Ubiq,0.004352,0.0,4.0,185436.0
BNSD Finance,0.0009912,-21.52,5.0,185435.0
Centaur,3.755e-05,0.98,18484826.450636305,185063.0
VIG,0.0001848,0.0,363.0,184778.0
Game Fantasy Token,0.05952,4.21,18484826.450636305,183914.0
Tidex Token,0.01843,-0.27,18484826.450636305,184340.0
Endor Protocol,0.0001251,0.0,53806.0,183808.0
MetaShooter,0.005624,-1.62,26492.0,181439.0
Ares Protocol,0.0007933,-0.5,18484826.450636305,183386.0
MicroBitcoin,3.811e-06,0.0,139265.0,182757.0
Kava Swap,0.005377,-0.16,53191.0,182034.0
SakeToken,0.001792,-0.45,256.0,182506.0
Seigniorage Shares,0.008701,-2.48,20818.0,182139.0
NextDAO,6.929e-05,2.27,18484826.450636305,181465.0
CryptoSoul,0.0005667,0.62,18484826.450636305,181317.0
Vault Hill City,0.001856,0.0,18484826.450636305,181388.0
SINOVATE,0.0002718,0.0,18484826.450636305,180402.0
Aerarium Fi,1.71,0.0,5972.0,180247.0
Seba,0.0009211,10.96,18484826.450636305,179617.0
Parasol Finance,0.03199,0.0,18484826.450636305,179365.0
Ether Zero,0.0009612,0.0,18484826.450636305,179213.0
Raresama,0.01961,0.0,40374.0,179051.0
Aluna.Social,0.004557,-14.75,21974.0,171875.0
Paypolitan Token,0.002545,21.59,26403.0,177763.0
Gas DAO,6.183e-07,-5.45,23647.0,177143.0
Blind Boxes,0.009739,4.55,18484826.450636305,177317.0
Corra.Finance,0.118,0.0,12.0,177006.0
Golden Doge,1.768e-12,0.0,18484826.450636305,176832.0
Defis Network,0.4764,0.0,18484826.450636305,176682.0
Oikos,0.0006995,0.0,49260.0,176679.0
GeniuX,0.002761,8.04,18484826.450636305,177293.0
Reverse Climate Change,0.0001855,0.0,18484826.450636305,176228.0
Decentrahub Coin,0.1049,4.89,421.0,185857.0
X8X Token,0.002263,-0.28,59.0,175576.0
KeyFi,0.06453,-0.13,18484826.450636305,173479.0
Meta Ruffy,9.563e-07,0.0,18484826.450636305,173934.0
Time New Bank,4.132e-05,0.0,7185.0,173917.0
hiPunks,0.05844,-10.41,18484826.450636305,173845.0
STATERA,0.002214,0.0,10.0,173738.0
Fortuna Sittard Fan Token,0.2898,-4.22,18484826.450636305,172708.0
Definder Network,0.03398,0.0,65.0,173321.0
Dinamo Zagreb Fan Token,0.1947,-3.5,126.0,172403.0
Marginswap,0.02444,-0.31,8905.0,172358.0
Rangers Fan Token,0.009189,5.41,788.0,172497.0
Blockzero Labs,0.00471,0.0,262101.0,172360.0
Project TXA,0.02581,0.18,11075.0,173216.0
Stake DAO,0.2424,0.08,18484826.450636305,171753.0
DFSocial Gaming [old],22.9,0.0,17692.0,171763.0
DeFi Warrior (FIWA),7.558e-05,9.77,14020.0,171605.0
DOS Network,0.001296,0.0,18484826.450636305,171130.0
Ethereum Gold,0.008453,0.0,18484826.450636305,170747.0
Milky Token,8.867e-05,0.0,18484826.450636305,169663.0
hiCOOLCATS,0.001082,0.0,1250000.0,169293.0
UpBots,0.0003429,0.0,481.0,169244.0
RaceFi,0.003659,-11.78,18484826.450636305,169010.0
IDRX,6.357e-05,3.92,18484826.450636305,168823.0
ARTH [polygon],0.3823,0.0,18484826.450636305,168155.0
Wrapped Gen-0 CryptoKitties,87.44,0.0,18484826.450636305,167973.0
CONUN,5.792e-05,0.0,144.0,167812.0
CRODEX,1.68,8.34,2.0,167781.0
Jackpot,0.0003552,12.82,13740.0,167093.0
Orion Money,0.001759,0.09,18484826.450636305,167128.0
PluraCoin,0.0001785,0.0,134727.0,166321.0
Refinable,0.004048,-1.53,18484826.450636305,166212.0
Cronosphere,0.2135,0.0,18484826.450636305,166216.0
Ara Blocks,0.0002253,0.0,18484826.450636305,165910.0
TEMDAO,6.111e-06,0.0,18484826.450636305,165635.0
RMPL,0.2811,0.0,18484826.450636305,165562.0
MobieCoin,3.499e-05,0.0,3958.0,165516.0
Skrumble Network,0.0001573,0.59,22469.0,165726.0
Nerve Finance,0.003572,1.36,11649.0,165163.0
Mytheria,0.008798,3.0,18484826.450636305,166273.0
hiSQUIGGLE,0.008695,1.24,27.0,164765.0
Kassandra,0.05854,1.67,2131.0,164562.0
ApeSwap,0.001212,-17.87,14004.0,247185.0
MediShares,0.0001408,-10.24,18484826.450636305,160832.0
CPChain,0.0004015,1.36,11742.0,163319.0
Peruvian National Football Team Fan Token,0.0072,-0.4,18484826.450636305,163295.0
Education Ecosystem,0.000689,0.0,18484826.450636305,163091.0
Evedo,0.0104,0.0,18484826.450636305,163055.0
TouchCon,0.001027,0.0,8311.0,162689.0
OpenBlox,6.268e-05,2.45,265.0,162619.0
Galaxy Fight Club,0.0113,1.72,31910.0,162541.0
aRIA Currency,0.1647,0.73,18484826.450636305,163296.0
Freicoin,0.001418,-0.07,35.0,161950.0
BULL FINANCE,3.239e-10,-0.79,18484826.450636305,161963.0
Lethean,0.0002022,0.0,18484826.450636305,160893.0
Graft,0.0002718,0.0,6.0,160768.0
Triall,0.003792,0.0,18484826.450636305,160640.0
UREEQA,0.003951,0.0,1254.0,160611.0
Compendium Finance,0.001345,2.71,15784.0,159579.0
YFDAI.FINANCE,40.4,5.68,744.0,161034.0
April,0.001898,-2.59,18484826.450636305,159930.0
Microtick,0.3969,0.0,13.0,159599.0
Dovu,0.0001614,1.45,50959.0,154300.0
Hunter Token,0.001039,-0.39,24984.0,158660.0
SnowSwap,0.3189,8.54,18484826.450636305,158053.0
Bitcoin Green,0.01327,0.0,12606.0,158450.0
Sentinel Chain,0.0008023,0.07,22800.0,158261.0
Basis Cash,0.002894,0.06,641.0,157962.0
Fitmint,0.000871,-1.32,18484826.450636305,157892.0
Coin Artist,0.146,0.0,29716.0,157878.0
One Cash,0.1033,-3.25,18484826.450636305,158197.0
Cryptonovae,0.002016,0.0,840.0,157017.0
Ryoshi Token,5.544e-10,0.0,18484826.450636305,156884.0
Oh! Finance,0.003827,0.0,18484826.450636305,156378.0
